ISO,0,1,2,3,4,5,6,7,8,9,10,11
BRN,0.06644960148008289,0.08741670927485905,0.08984299124898137,0.08035329417199702,0.07353524883856645,0.0857735860438363,0.07476273083404915,0.08781563400014027,0.09405643059997945,0.07293053859895146,0.08329832254330048,0.10376489761512021
BTN,0.08147837407886982,0.08624875251399844,0.08737228075532537,0.09037631416791364,0.08128845476006206,0.08156355490025721,0.07878274019611509,0.07704670109639042,0.07677526428903404,0.0976980546195256,0.08309660606870525,0.07827287716300864
BWA,0.07626311294734478,0.09239965056379636,0.09455275763240126,0.10190008290939861,0.06794489444129997,0.10654359455737802,0.08410768831769626,0.07444058751894368,0.07871996176739533,0.08150850008759233,0.06706796089808147,0.07455118724869357
CAF,0.08008080053453644,0.09213103224626845,0.08305541824342476,0.08216643426567316,0.08114983353556858,0.08489920493836205,0.08334356841320793,0.07915248659749825,0.07216004628895058,0.10258230779113041,0.07252289313409063,0.08675595414307383
CAN,0.09507527574896812,0.05888068408239633,0.06495127524249256,0.0709288059733808,0.06871387944556773,0.12172334035858512,0.12918952386826277,0.08085718145594001,0.07504883350338787,0.05393889732658863,0.10139600234106183,0.07929629180580378
CHE,0.08260497188678494,0.05756978580245265,0.06108028455464928,0.06388687038863147,0.10584794164255813,0.16127871887551415,0.06795271320475472,0.05907236081030634,0.09903491909305255,0.07038158799211185,0.06499261960939125,0.10629720668549891
CHL,0.076296128708485,0.07123371835113106,0.08951857939128652,0.08723107085567419,0.07383112003817954,0.0788049761272733,0.09209128191920139,0.09725109198769646,0.08419680687277306,0.09457765878783747,0.07174572871471735,0.08322182027080134
CHN,0.05707762390375137,0.08447488397359848,0.12909115850925446,0.06348308175802231,0.07992487400770187,0.05707762390375137,0.12907010316848755,0.08447488397359848,0.10797368735074997,0.059020884335041046,0.0794103816151619,0.0689208060503006
COK,0.07804199855993776,0.09341738000512123,0.0815535810063867,0.08784397340872709,0.07125877720468185,0.09826716495787396,0.07681104475084473,0.06776553611545001,0.07470992623883135,0.07144234789644971,0.10589866493554677,0.09298958037705983
COL,0.07043073491917716,0.0736852030787203,0.08552383797036277,0.09138324649797545,0.08388247630662388,0.08485646694898605,0.08434367196427452,0.09083909309572644,0.08864314034581185,0.07721602854629357,0.0678106699552801,0.1013854168355465
CPV,0.0816116780813398,0.07980220577326314,0.06886818415388979,0.08483857132237534,0.08060236334286887,0.07807423659953577,0.08358830842992356,0.0755850632385961,0.07436240973143741,0.09489266391972016,0.10213315106671432,0.09564115107059479
CRI,0.08477371156607803,0.060727738089075216,0.0983191117840378,0.1040254796021863,0.07345323842999182,0.09858969001001433,0.08138256667083815,0.10624209507123421,0.07094155933315817,0.07468098808864229,0.07062319460275926,0.07624060954702527
CUB,0.08293079910799861,0.0776013364084065,0.09037929773330688,0.08721492749949296,0.07523575006052852,0.07030494868134458,0.07900708246355255,0.07834345195442438,0.07857878397529323,0.06404212210327387,0.07055126720418532,0.14581021387130022
DJI,0.08650149570100686,0.08546080173585903,0.08142431935464794,0.07823085484348914,0.08154399722645228,0.08606653910299594,0.07917893288487737,0.07440454673699358,0.07458219228481705,0.08910409445789727,0.09132643247192557,0.09217577795921401
DMA,0.08117047077494449,0.12821944809422411,0.11109213938872362,0.06818080476709995,0.09050542051936018,0.07255809397661481,0.07081576218378954,0.07222993283307758,0.06835949695508542,0.07322807651783886,0.09825282733373601,0.06538751397024968
DOM,0.07899126907189687,0.10024970982755933,0.08282665039102237,0.08719865552016667,0.09818379935764131,0.0835061561138857,0.08382374190148853,0.08985845584954534,0.07345092491734595,0.07044645185981478,0.06896098969238144,0.08250317651601065
DZA,0.07925233560112807,0.08842679865371722,0.08425778816812314,0.07452490295355137,0.08099283944242276,0.08094870112836361,0.07661679344108471,0.09390253301423329,0.0682965603012305,0.07139792751807433,0.08472799903784807,0.11665480447789797
EGY,0.08726041003440817,0.09699774409333865,0.07738203112967312,0.08238146353202562,0.10674508653270702,0.0720205989588673,0.07782669609878212,0.07567587099038064,0.0700910307544594,0.08053414849564433,0.09494522237218916,0.07813968198994796
ERI,0.07994276622775942,0.11306389972257118,0.07526340937086691,0.08330298653648545,0.0881311905104667,0.08331350524288912,0.08103458257392049,0.07894118487214048,0.06976388162001967,0.09471745660994202,0.08459289379728337,0.0679322318561996
ETH,0.10903106754024823,0.07910664193332195,0.08607364346583685,0.08214747905731201,0.07932356024781863,0.09527944574753443,0.07731880297263463,0.07169309283296267,0.07037483730042975,0.09327848243216673,0.08191440235823393,0.07445852626115083
EUU,0.0625009856497248,0.05600242471943299,0.063159570718805,0.06909662298858166,0.06870530638843775,0.12636232655495405,0.06743949418887496,0.07014233991503716,0.08095099714895089,0.08816412991533677,0.07888739742338657,0.16858839678267637
FJI,0.08641497977077961,0.10055002630562396,0.08722327941575565,0.07620725639768548,0.0901150018782229,0.08188342690669201,0.07215538047052719,0.07081137919748151,0.07629378794415577,0.06912218769257134,0.1196052597181217,0.06961802413334718
FSM,0.09376748744398355,0.06734667594234149,0.0756974935842057,0.07755134332304199,0.07248964595297973,0.10384108716001113,0.07900381491829951,0.08508015361924966,0.09363599463055532,0.0644601055731376,0.08081810626511772,0.10630806814879179
GBR,0.07155257949934286,0.06482963095254758,0.0713915541768074,0.0929297093740281,0.07233026174499708,0.08751051973770646,0.07441452640820952,0.0917414128780365,0.09932384576429339,0.07463509979493478,0.07511536003473927,0.12422548326499322
GEO,0.08171623148438004,0.10453950561996964,0.08461810669137372,0.07955806650635269,0.08195137749943468,0.0926250403540002,0.08961281614998977,0.07669964898377657,0.06913700316929156,0.08902555683420764,0.05751329008489847,0.09300333535712627
GHA,0.09113791691405433,0.06651696689160806,0.0733014856731253,0.08791525256154793,0.07869007817602583,0.09542358716550682,0.10405798442661762,0.07060921491522874,0.08050643732505185,0.0779367184066879,0.08505079858670277,0.08885354691717241
GIN,0.09182386933402582,0.08978416760536757,0.08355236754498699,0.08178500221534209,0.0878805945204063,0.07678202177313241,0.07552024915137075,0.0837880954485048,0.0737120731310411,0.09176048494198105,0.08392294496297836,0.07968811236999251
GMB,0.12052003734968078,0.06244379460391864,0.0952889488511522,0.08978835850114554,0.0662384742582348,0.08406767764614081,0.07774904160432412,0.09231897674396004,0.06967421345622607,0.08283322430412535,0.08417392498485639,0.0749033122835025
GNB,0.09174883196299727,0.09212485404515808,0.09028193341906775,0.10316119630905715,0.07495099069042639,0.07135957962071354,0.08193864127282392,0.0728954423896291,0.07436711730604822,0.09425685580142519,0.07245932494036177,0.08045522242107174
GRD,0.07606789017686756,0.0772486941480055,0.07315481008916366,0.0856116698918546,0.0774575169311791,0.08515676469882814,0.07739077263125559,0.08939984683856005,0.11089648837905104,0.06970398530091454,0.0671025973449393,0.11080894841835266
GUY,0.08371003758576182,0.07225748399893443,0.06646302395633288,0.07799808545008538,0.08538170312605207,0.08133281702323565,0.07912594618068801,0.08413495626004916,0.06828517247996634,0.0941949752824647,0.08925881845847008,0.1178569621628239
IDN,0.07478155530228907,0.0797444746202352,0.08198937918154561,0.10007797018149678,0.08138513907181974,0.08217693652425494,0.07823045760849301,0.07961275474149354,0.07779629840230455,0.10525624727716251,0.07962789477742448,0.07932087357098959
IND,0.08466219715774059,0.0714957220479846,0.07517748652026057,0.08856871025636792,0.08377825282514095,0.07841447507962584,0.07489174325019121,0.07045405451208353,0.07362903282046318,0.07721792999655008,0.1549473344348371,0.06676304200664163
ISL,0.06214287877082825,0.05288161220960319,0.0591417602263391,0.05885392427444458,0.08938246639445424,0.1082818703725934,0.06297884485684335,0.06801828369498253,0.09234956931322813,0.06840854207985103,0.06988360499963164,0.20767663978040218
ISR,0.06175172949830691,0.06670806358257929,0.0610517052312692,0.07760315363605817,0.08619561493396759,0.12098313495516777,0.08269654835263889,0.09180043041706085,0.0869492416580518,0.0713316023349762,0.10112422530849775,0.09180452724297841
JAM,0.07109329913343702,0.06997954989118235,0.06713979276163237,0.07668698504567147,0.0854939335158893,0.09844012563782079,0.075488141205694,0.07465765289962292,0.1345478325017861,0.074507993885449,0.06982531946684634,0.10213935896754264
JOR,0.07531269721505118,0.08291307998048823,0.08297040313482285,0.08308167819206308,0.09529663381598345,0.08216875566669353,0.08052094179637186,0.08037033329558808,0.07888813355437867,0.09107220122908674,0.09614272949444812,0.07126239582714511
JPN,0.080973597522825,0.06510053435340524,0.06371841104701162,0.07607491640374064,0.07382272528484464,0.12217688951641321,0.07825933918356895,0.0766795041039586,0.08058072524145246,0.07378934361040593,0.11450893254950642,0.09431506432592869
KAZ,0.08558789795885484,0.05939248204231262,0.06158015908052524,0.08791992378731568,0.09314720549931128,0.1262621640538176,0.06747417928030093,0.06372251237432162,0.07324639490495126,0.06727139092981815,0.07482199557125568,0.13957367713252702
KEN,0.08457725131884217,0.07282051537185907,0.09666464990004897,0.08960368018597364,0.07450529430061578,0.08998625623062254,0.08141413973644376,0.08215018911287189,0.07889482527971267,0.07204646496102214,0.06996531840413808,0.10737139638513327
KGZ,0.07272782812223715,0.0646474495091859,0.07755410057656906,0.07892328544574626,0.09989111213123097,0.13816694674246452,0.08932969258988604,0.0685277718174107,0.07806867744554491,0.06025263754760518,0.06477689512950532,0.1071335848639993
KHM,0.07846798747777939,0.08426078929476542,0.0974996377241938,0.09216341034394421,0.07370093781245898,0.07730237399674442,0.10255566821114658,0.07079626696362887,0.07690563012067586,0.08429063774951517,0.08166961685741601,0.08038702543365629
KIR,0.0883536093260931,0.12169110475350982,0.1166307980923549,0.07225270604957705,0.09018249079261137,0.0638852842476057,0.07302308532854786,0.08198917033555715,0.07078363412748212,0.07275252167297447,0.08089210410480914,0.06756347511773524
KOR,0.07452209070324897,0.062132024516661964,0.07772777254382769,0.07622048842410246,0.07338008595009644,0.11697453819215298,0.08747586322327455,0.09444471970200538,0.08750256498654684,0.0664866704493761,0.09361648733417192,0.08951666603485743
KWT,0.06660537356510758,0.10397073728963732,0.07328948993235826,0.07971432097256184,0.11099772416055202,0.0790765498764813,0.06957796784117817,0.07416466409340501,0.06753321001306176,0.08589969463646412,0.0943873692303896,0.09478288423269987
LAO,0.10254066656772973,0.07267158119179679,0.09584161935123146,0.08568807746818725,0.07230129877620554,0.0726221677919863,0.08647136594968062,0.07520417024956104,0.0764734796017197,0.10106703451444916,0.09087243491242118,0.06824608532883597
LBN,0.08100110019246737,0.0814172964129183,0.08308316982454723,0.10362131769458453,0.08412252043684323,0.08473491610752212,0.08824901936782731,0.07989036225610309,0.07511429025067223,0.08435168423586421,0.0780058959292041,0.07640841321812736
LBR,0.0799796547966473,0.0826736202632839,0.08675586584616791,0.10741154905973059,0.08162497994348858,0.0941949671303684,0.08619646626439961,0.07705994740580067,0.07061893222006885,0.07646541415967724,0.08374733263344476,0.07327125695618716
LCA,0.08149511358616027,0.07643417103893378,0.08637502357702363,0.08624432439153845,0.07241126234558495,0.09541956013576551,0.0836851376701485,0.08213511464948003,0.0802983312274922,0.06469461084766821,0.08147271493957801,0.10933461971580982
LIE,0.0665802750736475,0.07333629112690687,0.06202896684408188,0.06549437344074249,0.15042688511312008,0.09934625588357449,0.06390245258808136,0.0668729655444622,0.10322302766144276,0.06908504571765661,0.0670087430626154,0.11269470024853945
LKA,0.07753051821960182,0.10619486811593538,0.08791206775960035,0.07297050734845603,0.0753313759114684,0.0778489401791154,0.08098147841306721,0.07840572140838314,0.07505793476522696,0.09483961027297305,0.09747328313930732,0.0754536758744862
LSO,0.08245792291485346,0.07739694320525115,0.08786371757204715,0.0878938851878047,0.08685505407360884,0.07933083741137614,0.08492915787949012,0.08145743118455777,0.07777836478960055,0.08706238605082035,0.09065222122634832,0.07632206065150407
MAR,0.08773908305047738,0.08851141659448845,0.08506697258262923,0.08348346704786475,0.08341148130670943,0.08267559852413457,0.08192605367212584,0.08118818828252831,0.07977811311079998,0.08710604424428459,0.07805254408205399,0.08106100348511128
MCO,0.08097599654696709,0.07364624548096989,0.07076679005525834,0.07280428248435952,0.08897922447947569,0.10324891604656397,0.07288848833982335,0.07189244612358338,0.08744038901356764,0.0671651933428853,0.08483210517916569,0.1253598990828492
MDA,0.08639326313858964,0.0762483745960076,0.09569962958788235,0.09101276539538564,0.08417859342887096,0.07022825346109568,0.08524433245984563,0.09130967458979909,0.07904361201772458,0.08530656783022877,0.07674598787634852,0.07858892984992173
MDG,0.08008830710235289,0.10155873164787131,0.08724127135286897,0.08946770568520336,0.08532914096268557,0.08919217216513925,0.08366412884097989,0.07579389088234659,0.07201879389457784,0.08808096220432701,0.06701448073579093,0.08055039754105826
MDV,0.09678761829577741,0.12712335941337405,0.10063319901625316,0.06801288566064267,0.07245893066837675,0.07783648043516136,0.07700920286810115,0.07033655317943721,0.0726033839884968,0.08530420384236745,0.0824448557659274,0.06944931537977286
MEX,0.07218862871104235,0.0750150261067562,0.08430568953107924,0.08235603176495608,0.07515165046261986,0.08108450136067372,0.08986489230353908,0.09515897563882003,0.09519359300848586,0.08469521365554085,0.06983070003028909,0.09515508176649318
MHL,0.08119022722045581,0.08552632617664202,0.08104562299526007,0.08095101907975592,0.08147118034335853,0.08207583301148172,0.0811718550358115,0.08539405445131541,0.09659144162374028,0.06793197975783362,0.09824639191524794,0.07840404996259065
MKD,0.08004694767296314,0.06554822586476802,0.07351490575820208,0.08162137242034077,0.08042790153995157,0.09547558594495058,0.07594836568459869,0.08281813180074096,0.08308556294068695,0.06456108130514622,0.10680486336350441,0.11014703894034028
MMR,0.10443524808956767,0.07937991283482539,0.08855156336893451,0.11045047043348258,0.06889632224755467,0.06860493745584532,0.09894851120715996,0.08753495948072874,0.06875744110570764,0.07860562475925346,0.07152731319502839,0.07430768236166464
MNE,0.07129629613722072,0.06621037511264577,0.07254818147596191,0.07675993771237485,0.07679665066740092,0.11997824118417852,0.07160307247849072,0.06976806197096319,0.09441327522782718,0.06895742368172197,0.07552508483914767,0.13614337781772895
MNG,0.08356865534656926,0.07731801800821957,0.11164801371724982,0.08436783609029494,0.06619566463326153,0.08704535996443347,0.08976071984752228,0.07760208178507655,0.07495613964764695,0.09597805563948657,0.08038108050823212,0.07117835255829912
MOZ,0.08406685082749887,0.09932524548335508,0.09152525426311926,0.09139863408424638,0.09050829681483182,0.07766666466539557,0.08855160224166783,0.08136060894890265,0.08095066933469339,0.07172473086552186,0.0705701120197773,0.07235131494023583
MUS,0.08366259397007525,0.11185224284417927,0.09783350653015077,0.08689669263549149,0.0744700456270948,0.07528364949394017,0.07724836270790547,0.07495421811472625,0.0698129358352162,0.09075846499763429,0.07856162264943123,0.0786656477721408
MWI,0.08605903179430571,0.07954980155117199,0.07358136867768451,0.08212798155966353,0.08580700772219017,0.08882325334993542,0.08180607018656418,0.07557638697936887,0.06480669886728779,0.11363381422201141,0.09629485805015095,0.07193371479506375
MYS,0.08137920278090018,0.09307835844379884,0.08009797996944851,0.09762098378053417,0.10981493843374429,0.08458046884172493,0.06656710306803386,0.07305558301784375,0.0699126535543689,0.09304919162834133,0.08216601858536403,0.06867749926944573
NAM,0.08269537679973196,0.07341982821216349,0.0841601063482097,0.08447987659544241,0.08336306027457362,0.0925086561407222,0.09331615403538844,0.08618228058101701,0.07701566516131651,0.07529770613449518,0.0652277735596309,0.10233349963778356
NER,0.08185087485859792,0.07536467319975297,0.0748978312023812,0.08015506083352698,0.08410596909622352,0.09231814884373711,0.09961637513091166,0.07758713503264719,0.07050542031518287,0.10766783553279108,0.08097165292646322,0.07495900046908194
NGA,0.0838038088644252,0.08940300166982562,0.08415022852415797,0.08057289785008971,0.09995601877194493,0.07504214632849232,0.0844517894903151,0.07730065445814814,0.07064321837505373,0.08253222448798288,0.09805766317774267,0.07408632457005877
NIU,0.08369372361762957,0.08838021342049945,0.09421831965446473,0.09204195121472532,0.07931407364931974,0.07839143005284396,0.09664528769525614,0.06845811889930205,0.06977210187099196,0.0677679805593057,0.10699318620291623,0.07432359572161328
NOR,0.06456566854943464,0.06298969318101436,0.06978466941250695,0.07677054556983488,0.0692300356372639,0.09779957879656627,0.07406417993299755,0.08070996647447716,0.11028773608950922,0.07348626263347673,0.06543032082234636,0.1548813253549146
NPL,0.07739275313761769,0.07340814507737452,0.06919411379767924,0.07744426280260086,0.0784600389247038,0.10845142580112632,0.07525219220896157,0.08803313293931436,0.11120551163140609,0.06829157821377929,0.08408607793401698,0.08878074746046748
NRU,0.0962363459445812,0.11493900818405328,0.09122078738140839,0.0788181116114612,0.08326957947402089,0.06704512714511818,0.08438656575701854,0.08049351032133456,0.07527579263680512,0.06613954218725364,0.08194783819770371,0.08022777080811837
NZL,0.07487383186817169,0.060887689143419264,0.06652763783931732,0.06544832438230515,0.07383157648146152,0.09512777477502823,0.0812777079641819,0.07329266145825386,0.15851800590753556,0.10129336565732956,0.062287790700793266,0.08663360700011254
PAK,0.08187991135543393,0.08418714497839251,0.07939616114862504,0.08190853987489977,0.12895437305973423,0.0845873816960281,0.07607154253750079,0.08186100053210413,0.07235323656951227,0.07222390751684865,0.08371834787389924,0.07285843703054613
PER,0.07558820942609475,0.08447438578025021,0.09435497985446248,0.08246999413802705,0.0847905028354505,0.0789201997605891,0.09124850301906981,0.09148495336031091,0.0763287812086015,0.07617158487696073,0.06541455684807794,0.09875333411940213
PHL,0.07213113363832235,0.07082008756697178,0.07191812712699175,0.09117036499083042,0.08835053630173206,0.1323122726753354,0.07298577949404716,0.10570050869137049,0.09301747381687164,0.06209790613502264,0.06586071010679007,0.07363507896661758
PLW,0.08434500152038203,0.07470301621490055,0.07407320539156596,0.07750052731070253,0.07560442905459139,0.10399743976692359,0.07838915785153706,0.06824515346023771,0.07511828301681413,0.057957570999860764,0.13615688081416819,0.09390931824843089
PNG,0.08476774021983147,0.08736289806646623,0.08461587401085245,0.0933425038497209,0.07939849431802343,0.08204124567461459,0.08207598499658503,0.08236187508889845,0.08168252899652316,0.08666402507477845,0.07845183703744467,0.07723497595889862
PSE,0.08832799177616835,0.08855779903630416,0.08454362271974485,0.07932990090921521,0.07530787447467446,0.08444172857950132,0.09510679139445226,0.08558125514537096,0.07656405152132113,0.07936958502978086,0.07716594000036518,0.08570343581959605
RUS,0.07262251941630474,0.07178183632472959,0.07729522780013773,0.08338284753979398,0.07724901557398531,0.09490328840911388,0.0793661937260857,0.07604012398335797,0.09836090871920952,0.07597139857422847,0.06993098796990055,0.12309563489487538
RWA,0.08174138668624834,0.07576626001418323,0.07825834290392097,0.08174533454337339,0.08173081296785124,0.08473052906578984,0.09304039034692721,0.0865416274245443,0.10251416244554794,0.07983498418725085,0.07985065632510459,0.07424549465549403
SAU,0.08740988485515118,0.08168780328705907,0.07431556126102805,0.07995205847546458,0.09141037473455071,0.07707224301993847,0.09828678891062737,0.06589774712920189,0.07315740063786506,0.0813566385768354,0.10072515504434705,0.08872832795605064
SDN,0.07632938018068672,0.09664687383919954,0.09517612997442484,0.08908137851394712,0.08168042027391494,0.07554823264945298,0.07900243839249015,0.0728758122306317,0.074905637325719,0.09483076140750199,0.08361361371353268,0.08030930510722101
SGP,0.07385959894191928,0.075132683010363,0.0721253069435678,0.07552099214276163,0.07303292399681197,0.08862482699588305,0.07806198551069672,0.07757410793224485,0.13066738335097708,0.07573096915261775,0.07775463234269764,0.10191457314280475
SLB,0.08945942702037947,0.17429842544453486,0.078137517241495,0.061271095435534204,0.13066544852086476,0.0737094801983663,0.06790684328547546,0.06375619652015822,0.06958590038120746,0.0649287826780762,0.06001377951885973,0.06626709210021155
SLE,0.07560590483248233,0.06297189258038997,0.08890697985887527,0.09473266392946243,0.06795839354395866,0.14545489370822906,0.08699662908911705,0.06603304490447044,0.0790369252115488,0.08162976257503032,0.06989206619560719,0.08078082844614982
SMR,0.0754087031301525,0.08056279975506994,0.07000449775821632,0.06993577919072574,0.08245855424967077,0.08719255837301414,0.07038406013614601,0.07175063631600803,0.08332030764884418,0.0739311132993963,0.09114455493787925,0.14390641782018873
SOM,0.07671233180623788,0.09714199148515272,0.07436566813104957,0.0705282880797894,0.08527214148429019,0.06194232875955175,0.07090385187659744,0.09343749602165448,0.068325495005712,0.1417733411244034,0.09457551075156624,0.06502153669324147
SSD,0.08635324217490296,0.09142008540568067,0.09538782982906299,0.08571531423437062,0.07492762520464498,0.07205166367452535,0.08753038631446326,0.08667506005114584,0.07350972962023607,0.09872086657516992,0.07638364913525866,0.07132452920968853
SUR,0.09668669823314184,0.07675499643158654,0.07581256064788802,0.09578709919815478,0.08012587850427498,0.0742370055421539,0.0782824186000811,0.07646882339664128,0.07851316263575268,0.09197203237968295,0.08951002177174973,0.08584928342505642
SWZ,0.08418504744037694,0.0783441871331603,0.08517183867447517,0.08533787767530657,0.0782049654015139,0.0878068189702782,0.07966840351183041,0.08922900241233554,0.07753513559845149,0.08525704073847509,0.08472364859692022,0.08453601711959231
SYC,0.08421528120883383,0.07777513585125025,0.10692030322164871,0.0835272297442246,0.07243745363890551,0.07754091889812396,0.07340973549379179,0.09509750788744825,0.06886954806171931,0.09500799723900855,0.09726879813780005,0.06793007657576638
SYR,0.0847239866424566,0.09529154015512302,0.07572984348597198,0.08135992558351879,0.07742121884192543,0.0719363226544583,0.07795478005347581,0.07877012397879841,0.06796521213890493,0.10879679465259628,0.09464307484784346,0.08540715726798978
TCD,0.0925010971455689,0.08485793820526226,0.07889811910060515,0.08098950447985925,0.08722779760698238,0.07998640866703298,0.07777501117572727,0.07716307097888854,0.07861022363944226,0.0999214214732848,0.07381633242749307,0.08825305764036007
TGO,0.08386151149284606,0.07454234500433884,0.07657159726117171,0.11428952165970616,0.07332304094498064,0.08184206657403824,0.08316399054784401,0.08004115770260493,0.0733131089558204,0.09792725614034663,0.08188406363421795,0.079240328540989
THA,0.11818321216209181,0.07892693707655216,0.0971996748241885,0.08098871594872968,0.07884745762265961,0.07755831089513056,0.07164427027877035,0.07880111809434562,0.07321653707787909,0.06863139222921996,0.0823587572908607,0.09364360365374334
TJK,0.08320951986719262,0.07053422826257619,0.09218673932958733,0.08134809525852854,0.07135993648659099,0.10323599370365794,0.07706336236812851,0.07244913889603181,0.07183150091970508,0.08460325273600491,0.06991378048604185,0.12226443619213322
TKM,0.06560207867333966,0.07923047857419137,0.07855866681183538,0.0859050827641641,0.1543074400434571,0.10357742636434493,0.08016952127218246,0.06500966834925836,0.0662731801069552,0.06835581578554646,0.07250626733706843,0.08050435685342358
TON,0.06973891475922372,0.09132464483200786,0.0747402172849839,0.07186002663101058,0.07425101892237204,0.09096134659127299,0.07968687449234078,0.07788005901208843,0.12067585790372756,0.08060686684337007,0.08847231720405889,0.07980184011969221
TTO,0.0776010515789191,0.06371800994707479,0.07252317294478416,0.073436357287897,0.09250246112545331,0.16295109523667228,0.07451908352474372,0.07327564567741421,0.08622524473402235,0.05866432852215237,0.07270048020614518,0.09188305731448862
TUN,0.08075543249455783,0.09240505733312322,0.07301878685561511,0.07297683020050709,0.08574291010602163,0.10934423383038777,0.08242695839502491,0.07186313174091853,0.07610325397063906,0.08996776831694521,0.09220460716348428,0.07319101286478914
TUR,0.0857572661091884,0.06768397016761203,0.071936026836435,0.07893118914216757,0.07540245819836855,0.0993216975281636,0.07510521806155641,0.0722277417468528,0.08087597306196888,0.0762494335261484,0.12283103975156943,0.09367796825245023
TUV,0.07868641787873847,0.08225265371480159,0.06208292714187077,0.07599813477801425,0.09508719202131033,0.08498345022755009,0.06772335365946804,0.0640684642962047,0.06772922671266965,0.058579611991133006,0.18723196483084134,0.07557659316807985
